TIME,MEASURE
08:54:20,???
08:54:21,???
08:54:22,???
08:54:23,???
08:54:24,28.14
08:54:25,28.14
08:54:26,29.19
08:54:27,29.72
08:54:28,30.24
08:54:29,30.67
08:54:30,30.66
08:54:31,30.33
08:54:32,30.7
08:54:33,30.7
08:54:34,31.68
08:54:35,31.11
08:54:36,31.11
08:54:37,30.2
08:54:38,30.54
08:54:39,30.64
08:54:40,30.62
08:54:41,30.71
08:54:42,30.77
08:54:43,30.95
08:54:44,31.45
08:54:45,31.47
08:54:46,31.45
08:54:47,31.46
08:54:48,31.45
08:54:49,31.28
08:54:50,31.23
08:54:51,31.25
08:54:52,31.22
08:54:53,31.35
08:54:54,31.43
08:54:55,31.47
08:54:56,31.39
08:54:57,31.4
08:54:58,???
08:54:59,31.37
08:55:00,31.37
08:55:01,31.29
08:55:02,31.27
08:55:03,31.26
08:55:04,31.08
08:55:05,30.98
08:55:06,30.94
08:55:07,30.89
08:55:08,30.83
08:55:09,30.79
08:55:10,30.76
08:55:11,30.72
08:55:12,30.72
08:55:13,30.59
08:55:14,30.46
08:55:15,30.43
08:55:16,30.39
08:55:17,30.39
08:55:18,30.39
08:55:19,30.35
08:55:20,30.29
08:55:21,30.31
08:55:22,30.32
08:55:23,30.34
08:55:24,30.33
08:55:25,30.28
08:55:26,30.19
08:55:27,30.15
08:55:28,30.08
08:55:29,???
08:55:30,???
08:55:31,???
