timestamp,flow_m3h
2026-05-07 10:54:31,0.56
2026-05-07 10:54:32,1.22
2026-05-07 10:54:33,1.53
2026-05-07 10:54:34,1.52
2026-05-07 10:54:35,1.44
2026-05-07 10:54:36,1.62
2026-05-07 10:54:37,1.7
2026-05-07 10:54:38,1.73
2026-05-07 10:54:39,1.56
2026-05-07 10:54:40,1.51
2026-05-07 10:54:41,1.44
2026-05-07 10:54:42,1.38
2026-05-07 10:54:43,1.9
2026-05-07 10:54:44,1.9
2026-05-07 10:54:45,1.69
2026-05-07 10:54:46,1.51
2026-05-07 10:54:47,1.53
2026-05-07 10:54:48,1.67
2026-05-07 10:54:49,1.7
2026-05-07 10:54:50,1.72
2026-05-07 10:54:51,1.73
2026-05-07 10:54:52,1.73
2026-05-07 10:54:53,1.74
2026-05-07 10:54:54,1.73
2026-05-07 10:54:55,1.73
2026-05-07 10:54:56,1.7
2026-05-07 10:54:57,1.69
2026-05-07 10:54:58,1.7
2026-05-07 10:54:59,1.71
2026-05-07 10:55:00,1.73
2026-05-07 10:55:01,1.74
2026-05-07 10:55:02,1.74
2026-05-07 10:55:03,1.75
2026-05-07 10:55:04,1.75
2026-05-07 10:55:05,1.75
2026-05-07 10:55:06,1.75
2026-05-07 10:55:07,1.75
2026-05-07 10:55:08,1.76
2026-05-07 10:55:09,1.64
2026-05-07 10:55:10,1.57
