timestamp,flow_m3h
2026-05-04 11:37:58,241.09
2026-05-04 11:37:59,241.09
2026-05-04 11:38:00,248.26
2026-05-04 11:38:01,251.68
2026-05-04 11:38:02,252.77
2026-05-04 11:38:03,256.7
2026-05-04 11:38:04,261.22
2026-05-04 11:38:05,264.51
2026-05-04 11:38:06,264.51
2026-05-04 11:38:07,271.19
2026-05-04 11:38:08,271.55
2026-05-04 11:38:09,271.55
2026-05-04 11:38:10,265.89
2026-05-04 11:38:11,259.45
2026-05-04 11:38:12,258.26
2026-05-04 11:38:13,261.51
2026-05-04 11:38:14,263.56
2026-05-04 11:38:15,264.7
2026-05-04 11:38:16,264.7
2026-05-04 11:38:17,265.33
2026-05-04 11:38:18,265.33
2026-05-04 11:38:19,267.51
2026-05-04 11:38:20,267.51
2026-05-04 11:38:21,270.74
2026-05-04 11:38:22,270.84
2026-05-04 11:38:23,271.09
2026-05-04 11:38:24,272.32
2026-05-04 11:38:25,275.76
2026-05-04 11:38:26,276.69
2026-05-04 11:38:27,272.26
2026-05-04 11:38:28,272.26
2026-05-04 11:38:29,265.13
2026-05-04 11:38:30,265.13
2026-05-04 11:38:31,260.27
2026-05-04 11:38:32,259.98
2026-05-04 11:38:33,259.74
2026-05-04 11:38:34,258.54
2026-05-04 11:38:35,259.81
2026-05-04 11:38:36,260.54
2026-05-04 11:38:37,266.22
2026-05-04 11:38:38,266.22
2026-05-04 11:38:39,269.56
2026-05-04 11:38:40,270.49
2026-05-04 11:38:41,270.87
2026-05-04 11:38:42,270.82
2026-05-04 11:38:43,271.78
2026-05-04 11:38:44,271.85
2026-05-04 11:38:45,272.39
2026-05-04 11:38:46,271.63
2026-05-04 11:38:47,272.01
2026-05-04 11:38:48,272.42
2026-05-04 11:38:49,272.42
2026-05-04 11:38:50,271.78
2026-05-04 11:38:51,271.65
2026-05-04 11:38:52,271.0
2026-05-04 11:38:53,271.6
2026-05-04 11:38:54,271.24
2026-05-04 11:38:55,269.76
2026-05-04 11:38:56,269.63
2026-05-04 11:38:57,269.58
2026-05-04 11:38:58,269.95
2026-05-04 11:38:59,269.56
2026-05-04 11:39:00,269.88
2026-05-04 11:39:01,268.8
2026-05-04 11:39:02,268.16
2026-05-04 11:39:03,268.23
2026-05-04 11:39:04,267.95
2026-05-04 11:39:05,268.07
2026-05-04 11:39:06,268.07
