timestamp,flow_m3h
2026-05-18 10:47:15,87.84
2026-05-18 10:47:16,87.84
2026-05-18 10:47:17,87.84
2026-05-18 10:47:18,88.33
2026-05-18 10:47:19,88.61
2026-05-18 10:47:20,88.61
2026-05-18 10:47:21,88.58
2026-05-18 10:47:22,89.18
2026-05-18 10:47:23,91.22
2026-05-18 10:47:24,91.44
2026-05-18 10:47:25,91.44
2026-05-18 10:47:26,90.55
2026-05-18 10:47:27,89.6
2026-05-18 10:47:28,89.6
2026-05-18 10:47:29,87.5
2026-05-18 10:47:30,87.64
2026-05-18 10:47:31,87.18
2026-05-18 10:47:32,86.98
2026-05-18 10:47:33,86.82
2026-05-18 10:47:34,86.96
2026-05-18 10:47:35,86.5
2026-05-18 10:47:36,87.6
2026-05-18 10:47:37,86.87
2026-05-18 10:47:38,86.87
2026-05-18 10:47:39,86.01
2026-05-18 10:47:40,87.58
2026-05-18 10:47:41,87.97
2026-05-18 10:47:42,88.54
2026-05-18 10:47:43,88.55
2026-05-18 10:47:44,88.44
2026-05-18 10:47:45,88.4
2026-05-18 10:47:46,88.41
2026-05-18 10:47:47,88.48
2026-05-18 10:47:48,88.34
2026-05-18 10:47:49,88.27
2026-05-18 10:47:50,88.2
2026-05-18 10:47:51,88.29
2026-05-18 10:47:52,88.51
2026-05-18 10:47:53,88.68
2026-05-18 10:47:54,88.8
2026-05-18 10:47:55,88.81
2026-05-18 10:47:56,88.88
2026-05-18 10:47:57,89.01
2026-05-18 10:47:58,89.21
2026-05-18 10:47:59,89.22
2026-05-18 10:48:00,89.22
2026-05-18 10:48:01,89.25
2026-05-18 10:48:02,89.48
2026-05-18 10:48:04,89.82
2026-05-18 10:48:05,89.79
2026-05-18 10:48:06,89.8
2026-05-18 10:48:07,89.74
2026-05-18 10:48:08,89.61
2026-05-18 10:48:09,89.37
2026-05-18 10:48:10,89.29
2026-05-18 10:48:11,89.22
2026-05-18 10:48:12,89.22
2026-05-18 10:48:13,89.14
2026-05-18 10:48:14,88.98
2026-05-18 10:48:15,88.86
2026-05-18 10:48:16,88.74
2026-05-18 10:48:17,88.93
2026-05-18 10:48:18,89.04
2026-05-18 10:48:19,89.09
2026-05-18 10:48:20,89.28
2026-05-18 10:48:21,89.41
2026-05-18 10:48:22,89.32
2026-05-18 10:48:23,89.31
2026-05-18 10:48:24,89.22
2026-05-18 10:48:25,89.2
