timestamp,flow_m3h
2026-05-18 09:26:40,696.04
2026-05-18 09:26:41,696.04
2026-05-18 09:26:42,696.04
2026-05-18 09:26:43,692.6
2026-05-18 09:26:44,695.06
2026-05-18 09:26:45,697.19
2026-05-18 09:26:46,698.76
2026-05-18 09:26:47,698.76
2026-05-18 09:26:48,705.56
2026-05-18 09:26:49,708.37
2026-05-18 09:26:50,708.37
2026-05-18 09:26:51,708.45
2026-05-18 09:26:52,699.76
2026-05-18 09:26:53,693.85
2026-05-18 09:26:54,686.56
2026-05-18 09:26:55,669.62
2026-05-18 09:26:56,667.14
2026-05-18 09:26:57,667.14
2026-05-18 09:26:58,672.14
2026-05-18 09:26:59,677.41
2026-05-18 09:27:00,677.41
2026-05-18 09:27:01,674.67
2026-05-18 09:27:02,681.33
2026-05-18 09:27:03,681.33
2026-05-18 09:27:04,675.82
2026-05-18 09:27:05,662.68
2026-05-18 09:27:06,662.68
2026-05-18 09:27:07,659.2
2026-05-18 09:27:08,662.89
2026-05-18 09:27:09,662.89
2026-05-18 09:27:10,665.63
2026-05-18 09:27:11,675.33
2026-05-18 09:27:12,678.58
2026-05-18 09:27:13,681.92
2026-05-18 09:27:14,683.09
2026-05-18 09:27:15,682.42
2026-05-18 09:27:16,679.02
2026-05-18 09:27:17,679.02
2026-05-18 09:27:18,678.82
2026-05-18 09:27:19,679.1
2026-05-18 09:27:20,678.39
2026-05-18 09:27:21,679.23
2026-05-18 09:27:22,679.89
2026-05-18 09:27:23,680.8
2026-05-18 09:27:24,679.95
2026-05-18 09:27:25,679.71
2026-05-18 09:27:26,679.81
2026-05-18 09:27:27,680.43
2026-05-18 09:27:28,680.43
2026-05-18 09:27:29,681.36
2026-05-18 09:27:30,680.36
2026-05-18 09:27:31,680.86
2026-05-18 09:27:32,680.72
2026-05-18 09:27:33,680.69
2026-05-18 09:27:34,680.58
2026-05-18 09:27:35,684.75
2026-05-18 09:27:36,684.35
2026-05-18 09:27:37,682.35
2026-05-18 09:27:38,681.69
2026-05-18 09:27:39,681.09
2026-05-18 09:27:40,679.56
2026-05-18 09:27:41,677.3
2026-05-18 09:27:42,677.3
2026-05-18 09:27:43,676.04
2026-05-18 09:27:44,672.73
2026-05-18 09:27:45,672.73
2026-05-18 09:27:46,675.46
2026-05-18 09:27:47,679.52
2026-05-18 09:27:48,679.52
