# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 06.05.2026
# TIME             : 09:27:03
# Par.Record       :
# Meas. Point No.: : B:52207
# Outer Diameter  :      60.0 mm
# Wall Thickness  :       3.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         1 NUM
# Transd. Distance :     -28.0 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :        52
# Average MEASURE: 1.2481578947368421
# Average SSPEED: 1877.526923076923

TIME,CHANNEL,MEASURE,SSPEED,AMP,SCNR,TIME
09:27:03,B,16.12,3267.7,19.0,09:27:03
09:27:04,B,16.12,3267.7,19.0,09:27:04
09:27:05,B,5.84,2541.3,32.0,09:27:05
09:27:06,B,1.43,2448.6,39.0,09:27:06
09:27:07,B,0.23,2448.6,39.0,09:27:07
09:27:08,B,-0.39,2413.8,39.0,09:27:08
09:27:09,B,0.0,2413.8,39.0,09:27:09
09:27:10,B,0.0,2650.6,39.0,09:27:10
09:27:11,B,0.0,2416.0,32.0,09:27:11
09:27:12,B,0.4,2290.9,34.0,09:27:12
09:27:13,B,0.0,2290.9,34.0,09:27:13
09:27:14,B,-0.53,2217.4,34.0,09:27:14
09:27:15,B,0.0,2217.4,34.0,09:27:15
09:27:16,B,-0.38,2135.5,36.0,09:27:16
09:27:17,B,-1.18,1992.4,38.0,09:27:17
09:27:18,B,-0.65,2074.6,36.0,09:27:18
09:27:19,B,-0.51,2074.6,36.0,09:27:19
09:27:20,B,0.67,2030.7,35.0,09:27:20
09:27:21,B,0.75,1968.8,34.0,09:27:21
09:27:22,B,0.63,1968.8,34.0,09:27:22
09:27:23,B,0.87,1912.1,35.0,09:27:23
09:27:24,B,0.87,1912.1,35.0,09:27:24
09:27:25,B,1.03,1840.9,36.0,09:27:25
09:27:26,B,0.88,1859.2,36.0,09:27:26
09:27:27,B,0.73,1859.2,36.0,09:27:27
09:27:28,B,0.57,1923.6,36.0,09:27:28
09:27:29,B,0.46,1989.0,41.0,09:27:29
09:27:30,B,0.43,1989.0,41.0,09:27:30
09:27:31,B,0.33,2052.2,41.0,09:27:31
09:27:32,B,0.38,2112.8,42.0,09:27:32
09:27:33,B,0.39,2112.8,42.0,09:27:33
09:27:34,B,0.42,2163.1,42.0,09:27:34
09:27:35,B,0.44,2163.9,36.0,09:27:35
09:27:36,B,0.47,2163.9,36.0,09:27:36
09:27:37,B,0.25,2164.0,35.0,09:27:37
09:27:38,B,0.0,2159.0,36.0,09:27:38
09:27:39,B,0.0,2159.0,36.0,09:27:39
09:27:40,B,0.36,2152.1,32.0,09:27:40
09:27:41,B,???,2130.6,32.0,09:27:41
09:27:42,B,???,2130.6,32.0,09:27:42
09:27:43,B,???,12.0,09:27:43
09:27:44,B,???,12.0,09:27:44
09:27:45,B,???,13.0,09:27:45
09:27:46,B,???,13.0,09:27:46
09:27:47,B,???,2361.8,17.0,09:27:47
09:27:48,B,???,2361.8,17.0,09:27:48
09:27:49,B,???,2361.8,17.0,09:27:49
09:27:50,B,???,2361.8,17.0,09:27:50
09:27:51,B,???,14.0,09:27:51
09:27:52,B,???,14.0,09:27:52
09:27:53,B,???,14.0,09:27:53
09:27:54,B,???,13.0,09:27:54
